11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11
11, 0, 0, 0, 11, 0, 0, 15, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11
11, 0, 11, 11, 11, 0, 11, 11, 11, 0, 11, 0, 11, 11, 11, 11, 11, 0, 11
11, 0, 0, 0, 11, 0, 11, 0, 0, 0, 11, 0, 11, 0, 0, 0, 11, 0, 11
11, 0, 11, 0, 11, 0, 11, 11, 11, 0, 11, 0, 11, 0, 11, 11, 11, 0, 11
11, 0, 11, 0, 11, 0, 0, 0, 11, 0, 11, 0, 11, 0, 0, 0, 0, 0, 11
11, 0, 11, 0, 11, 11, 11, 0, 11, 0, 11, 0, 11, 0, 11, 11, 11, 11, 11
11, 0, 11, 0, 0, 0, 0, 0, 11, 0, 11, 0, 11, 0, 0, 0, 11, 0, 11
11, 0, 11, 11, 11, 11, 11, 11, 11, 11, 11, 0, 11, 11, 11, 0, 11, 0, 11
11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 11, 0, 0, 0, 11
11, 11, 11, 11, 11, 11, 11, 11, 11, 0, 11, 11, 11, 0, 11, 11, 11, 0, 11
11, 0, 0, 0, 0, 0, 11, 0, 0, 0, 11, 0, 0, 0, 11, 0, 11, 0, 11
11, 0, 11, 11, 11, 0, 11, 0, 11, 11, 11, 0, 11, 11, 11, 0, 11, 0, 11
11, 0, 11, 0, 0, 0, 11, 0, 11, 0, 0, 0, 11, 0, 0, 0, 11, 0, 11
11, 0, 11, 0, 11, 11, 11, 0, 11, 11, 11, 0, 11, 0, 11, 0, 11, 0, 11
11, 0, 11, 0, 0, 0, 11, 0, 11, 0, 0, 0, 11, 0, 11, 0, 0, 0, 11
11, 0, 11, 11, 11, 11, 11, 0, 11, 0, 11, 11, 11, 0, 11, 11, 11, 11, 11
11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 8, 11
11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11
